mois,famille,type_absence,type_contrat,catégorie,tranche_age,temps_du_total,temps_absence_total,taux_absence
2025-07,Accidentologie,Accident de travail,cdi,Administratif/médical,20-30 ans,12096.0,1512.0,12.5
2025-07,Accidentologie,Accident de travail,cdi,Bloc opératoire,30-40 ans,2208.0,184.0,8.333333333333332
2025-07,Accidentologie,Accident de travail,cdi,Bloc opératoire,Non défini,14304.0,1696.0,11.856823266219239
2025-07,Accidentologie,Accident de travail,cdi,Information médicale,Non défini,1215.0,162.0,13.333333333333334
2025-07,Accidentologie,Accident de travail,cdi,Médical,20-30 ans,4212.0,540.0,12.82051282051282
2025-07,Accidentologie,Accident de travail,cdi,Médical,30-40 ans,4347.0,558.0,12.836438923395447
2025-07,Accidentologie,Accident de travail,cdi,Médical,Non défini,6492.0,844.0,13.000616142945162
2025-07,Accidentologie,Accident de travail,cdi,Psycho-social,Moins de 20 ans,660.48,86.0,13.020833333333334
2025-07,Accidentologie,Accident de travail,cdi,Rééducation,Non défini,1680.0,224.0,13.333333333333334
2025-07,Accidentologie,Accident de travail,cdi,Soins infirmiers,20-30 ans,1080.0,90.0,8.333333333333332
2025-07,Accidentologie,Accident de travail,cdi,Soins infirmiers,Non défini,540.0,45.0,8.333333333333332
2025-07,Accidentologie,Accident de travail,cdi,Techniques/bâtiment,Non défini,896.0,112.0,12.5
2025-07,Accidentologie,Maladie professionnelle,cdd,Soins infirmiers,20-30 ans,864.0,72.0,8.333333333333332
2025-07,Aucune,Aucune,apprenti,Administratif,20-30 ans,67.5,0.0,0.0
2025-07,Aucune,Aucune,apprenti,Bloc opératoire,20-30 ans,382.0,32.0,8.37696335078534
2025-07,Aucune,Aucune,apprenti,Hygiène/Hôtellerie,20-30 ans,140.0,14.0,10.0
2025-07,Aucune,Aucune,apprenti,Laboratoire,20-30 ans,72.0,0.0,0.0
2025-07,Aucune,Aucune,apprenti,Logistique,20-30 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,apprenti,Médical,20-30 ans,159.2,16.0,10.050251256281408
2025-07,Aucune,Aucune,apprenti,Soins infirmiers,20-30 ans,492.0,36.0,7.317073170731707
2025-07,Aucune,Aucune,apprenti,Sécurité,20-30 ans,100.0,0.0,0.0
2025-07,Aucune,Aucune,cdd,Administratif,20-30 ans,726.0,80.0,11.019283746556475
2025-07,Aucune,Aucune,cdd,Administratif,30-40 ans,1017.0,102.0,10.029498525073747
2025-07,Aucune,Aucune,cdd,Administratif,40-50 ans,952.5,104.0,10.918635170603675
2025-07,Aucune,Aucune,cdd,Administratif,50-60 ans,240.0,32.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Administratif,60 ans et plus,255.0,39.0,15.294117647058824
2025-07,Aucune,Aucune,cdd,Administratif,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Administratif/médical,20-30 ans,270.0,36.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Administratif/médical,30-40 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Administratif/médical,40-50 ans,240.0,32.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Administratif/médical,60 ans et plus,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Biomédical,20-30 ans,288.0,18.0,6.25
2025-07,Aucune,Aucune,cdd,Bloc opératoire,20-30 ans,1089.0,106.0,9.73370064279155
2025-07,Aucune,Aucune,cdd,Bloc opératoire,30-40 ans,120.0,21.0,17.5
2025-07,Aucune,Aucune,cdd,Bloc opératoire,40-50 ans,965.0,88.0,9.119170984455959
2025-07,Aucune,Aucune,cdd,Bloc opératoire,50-60 ans,678.0,80.0,11.799410029498524
2025-07,Aucune,Aucune,cdd,Bloc opératoire,60 ans et plus,279.0,0.0,0.0
2025-07,Aucune,Aucune,cdd,Direction,40-50 ans,144.0,18.0,12.5
2025-07,Aucune,Aucune,cdd,Hygiène/Hôtellerie,40-50 ans,60.0,0.0,0.0
2025-07,Aucune,Aucune,cdd,Hygiène/Hôtellerie,50-60 ans,140.0,0.0,0.0
2025-07,Aucune,Aucune,cdd,Imagerie,20-30 ans,430.68,36.0,8.35887433825578
2025-07,Aucune,Aucune,cdd,Imagerie,30-40 ans,220.0,9.0,4.090909090909091
2025-07,Aucune,Aucune,cdd,Imagerie,40-50 ans,112.8,9.0,7.9787234042553195
2025-07,Aucune,Aucune,cdd,Imagerie,50-60 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Imagerie,60 ans et plus,117.6,1.0,0.8503401360544218
2025-07,Aucune,Aucune,cdd,Imagerie,Moins de 20 ans,72.0,9.0,12.5
2025-07,Aucune,Aucune,cdd,Information médicale,20-30 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Information médicale,40-50 ans,371.0,43.0,11.590296495956872
2025-07,Aucune,Aucune,cdd,Information médicale,60 ans et plus,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Juridique,30-40 ans,144.0,18.0,12.5
2025-07,Aucune,Aucune,cdd,Laboratoire,20-30 ans,339.0,45.0,13.274336283185843
2025-07,Aucune,Aucune,cdd,Laboratoire,30-40 ans,393.0,50.0,12.72264631043257
2025-07,Aucune,Aucune,cdd,Laboratoire,40-50 ans,348.0,32.0,9.195402298850574
2025-07,Aucune,Aucune,cdd,Laboratoire,50-60 ans,195.0,27.0,13.846153846153847
2025-07,Aucune,Aucune,cdd,Logistique,20-30 ans,280.0,0.0,0.0
2025-07,Aucune,Aucune,cdd,Logistique,30-40 ans,195.0,18.0,9.230769230769232
2025-07,Aucune,Aucune,cdd,Logistique,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Médical,20-30 ans,623.0,50.0,8.025682182985554
2025-07,Aucune,Aucune,cdd,Médical,30-40 ans,673.8,71.0,10.537251409913921
2025-07,Aucune,Aucune,cdd,Médical,40-50 ans,959.6,87.0,9.066277615673197
2025-07,Aucune,Aucune,cdd,Médical,50-60 ans,1180.0,126.0,10.677966101694915
2025-07,Aucune,Aucune,cdd,Médical,60 ans et plus,270.0,36.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Pharmacie,20-30 ans,375.0,32.0,8.533333333333333
2025-07,Aucune,Aucune,cdd,Pharmacie,30-40 ans,200.0,0.0,0.0
2025-07,Aucune,Aucune,cdd,Pharmacie,40-50 ans,105.0,14.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Pharmacie,Moins de 20 ans,9.6,0.0,0.0
2025-07,Aucune,Aucune,cdd,Psycho-social,40-50 ans,202.5,18.0,8.88888888888889
2025-07,Aucune,Aucune,cdd,Pédiatrie/néonat,20-30 ans,9.6,1.0,10.416666666666668
2025-07,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Qualité,20-30 ans,232.0,29.0,12.5
2025-07,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,144.0,18.0,12.5
2025-07,Aucune,Aucune,cdd,Recherche,30-40 ans,288.0,36.0,12.5
2025-07,Aucune,Aucune,cdd,Rééducation,20-30 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Rééducation,50-60 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Rééducation,60 ans et plus,240.0,32.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-07,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,3007.0,299.0,9.943465247755237
2025-07,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,1485.18,119.0,8.01249680173447
2025-07,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,1251.0,99.0,7.913669064748201
2025-07,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,1671.0,132.0,7.899461400359066
2025-07,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,541.0,41.0,7.578558225508318
2025-07,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,491.0,27.0,5.4989816700611
2025-07,Aucune,Aucune,cdd,Sécurité,20-30 ans,144.0,0.0,0.0
2025-07,Aucune,Aucune,cdd,Sécurité,60 ans et plus,100.0,0.0,0.0
2025-07,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,149.4,19.0,12.717536813922356
2025-07,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,270.0,36.0,13.333333333333334
2025-07,Aucune,Aucune,cdi,Administratif,20-30 ans,3453.0,330.0,9.556907037358817
2025-07,Aucune,Aucune,cdi,Administratif,30-40 ans,687.0,91.0,13.24599708879185
2025-07,Aucune,Aucune,cdi,Administratif,40-50 ans,405.0,54.0,13.333333333333334
2025-07,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,331.6,42.0,12.665862484921592
2025-07,Aucune,Aucune,cdi,Administratif,Non défini,9072.5,936.0,10.316891705704052
2025-07,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,405.0,54.0,13.333333333333334
2025-07,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,120.0,21.0,17.5
2025-07,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,270.0,18.0,6.666666666666667
2025-07,Aucune,Aucune,cdi,Administratif/médical,Non défini,1852.5,256.0,13.819163292847502
2025-07,Aucune,Aucune,cdi,Biomédical,20-30 ans,895.0,72.0,8.044692737430168
2025-07,Aucune,Aucune,cdi,Biomédical,30-40 ans,19.2,2.0,10.416666666666668
2025-07,Aucune,Aucune,cdi,Biomédical,Non défini,1384.0,115.0,8.309248554913294
2025-07,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2293.1,208.0,9.070690331865162
2025-07,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,461.1,65.0,14.096725222294513
2025-07,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,120.0,21.0,17.5
2025-07,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,940.5,102.0,10.845295055821373
2025-07,Aucune,Aucune,cdi,Bloc opératoire,Non défini,10363.1,971.0,9.369783172988777
2025-07,Aucune,Aucune,cdi,Direction,Non défini,672.0,68.0,10.119047619047619
2025-07,Aucune,Aucune,cdi,Hygiène/Hôtellerie,20-30 ans,432.0,34.0,7.87037037037037
2025-07,Aucune,Aucune,cdi,Hygiène/Hôtellerie,30-40 ans,140.0,14.0,10.0
2025-07,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Moins de 20 ans,140.0,0.0,0.0
2025-07,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Non défini,1580.0,102.0,6.455696202531645
2025-07,Aucune,Aucune,cdi,Imagerie,20-30 ans,873.0,90.0,10.309278350515463
2025-07,Aucune,Aucune,cdi,Imagerie,30-40 ans,492.0,45.0,9.146341463414634
2025-07,Aucune,Aucune,cdi,Imagerie,40-50 ans,173.4,4.0,2.306805074971165
2025-07,Aucune,Aucune,cdi,Imagerie,Moins de 20 ans,180.0,9.0,5.0
2025-07,Aucune,Aucune,cdi,Imagerie,Non défini,2734.0,208.0,7.607900512070227
2025-07,Aucune,Aucune,cdi,Information médicale,20-30 ans,386.5,62.0,16.041397153945667
2025-07,Aucune,Aucune,cdi,Information médicale,30-40 ans,144.0,18.0,12.5
2025-07,Aucune,Aucune,cdi,Information médicale,Non défini,1871.0,250.0,13.361838588989844
2025-07,Aucune,Aucune,cdi,Juridique,20-30 ans,108.0,9.0,8.333333333333332
2025-07,Aucune,Aucune,cdi,Juridique,Non défini,288.0,36.0,12.5
2025-07,Aucune,Aucune,cdi,Laboratoire,20-30 ans,1509.5,190.0,12.586949320967209
2025-07,Aucune,Aucune,cdi,Laboratoire,30-40 ans,375.0,0.0,0.0
2025-07,Aucune,Aucune,cdi,Laboratoire,40-50 ans,243.0,18.0,7.4074074074074066
2025-07,Aucune,Aucune,cdi,Laboratoire,Moins de 20 ans,114.6,0.0,0.0
2025-07,Aucune,Aucune,cdi,Laboratoire,Non défini,4510.1,337.0,7.472118134852885
2025-07,Aucune,Aucune,cdi,Logistique,20-30 ans,979.0,123.0,12.563840653728295
2025-07,Aucune,Aucune,cdi,Logistique,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-07,Aucune,Aucune,cdi,Logistique,Non défini,2248.0,271.0,12.055160142348754
2025-07,Aucune,Aucune,cdi,Maïeutique,20-30 ans,9.6,0.0,0.0
2025-07,Aucune,Aucune,cdi,Maïeutique,Non défini,972.0,81.0,8.333333333333332
2025-07,Aucune,Aucune,cdi,Médical,20-30 ans,4124.08,436.0,10.572054858295669
2025-07,Aucune,Aucune,cdi,Médical,30-40 ans,1725.9,218.0,12.631091024972477
2025-07,Aucune,Aucune,cdi,Médical,40-50 ans,270.0,36.0,13.333333333333334
2025-07,Aucune,Aucune,cdi,Médical,Moins de 20 ans,324.0,32.0,9.876543209876543
2025-07,Aucune,Aucune,cdi,Médical,Non défini,14451.44,1496.0,10.351909567489468
2025-07,Aucune,Aucune,cdi,Pharmacie,20-30 ans,672.0,72.0,10.714285714285714
2025-07,Aucune,Aucune,cdi,Pharmacie,Moins de 20 ans,682.68,90.0,13.183336262963616
2025-07,Aucune,Aucune,cdi,Pharmacie,Non défini,4659.0,494.0,10.603133719682335
2025-07,Aucune,Aucune,cdi,Psycho-social,20-30 ans,135.0,18.0,13.333333333333334
2025-07,Aucune,Aucune,cdi,Psycho-social,Non défini,892.5,92.0,10.308123249299719
2025-07,Aucune,Aucune,cdi,Pédiatrie/néonat,20-30 ans,243.0,18.0,7.4074074074074066
2025-07,Aucune,Aucune,cdi,Pédiatrie/néonat,30-40 ans,108.0,9.0,8.333333333333332
2025-07,Aucune,Aucune,cdi,Pédiatrie/néonat,Non défini,324.0,9.0,2.7777777777777777
2025-07,Aucune,Aucune,cdi,Qualité,20-30 ans,144.0,18.0,12.5
2025-07,Aucune,Aucune,cdi,Qualité,Moins de 20 ans,144.0,18.0,12.5
2025-07,Aucune,Aucune,cdi,Qualité,Non défini,872.0,77.0,8.830275229357799
2025-07,Aucune,Aucune,cdi,Recherche,20-30 ans,279.0,18.0,6.451612903225806
2025-07,Aucune,Aucune,cdi,Recherche,30-40 ans,144.0,0.0,0.0
2025-07,Aucune,Aucune,cdi,Recherche,Moins de 20 ans,216.0,9.0,4.166666666666666
2025-07,Aucune,Aucune,cdi,Recherche,Non défini,1351.0,118.0,8.734270910436713
2025-07,Aucune,Aucune,cdi,Rééducation,20-30 ans,865.0,95.0,10.982658959537572
2025-07,Aucune,Aucune,cdi,Rééducation,Non défini,2362.5,228.0,9.650793650793652
2025-07,Aucune,Aucune,cdi,Soins infirmiers,20-30 ans,5415.5,488.0,9.011171636967962
2025-07,Aucune,Aucune,cdi,Soins infirmiers,30-40 ans,2403.6,197.0,8.196039274421702
2025-07,Aucune,Aucune,cdi,Soins infirmiers,40-50 ans,796.0,50.0,6.281407035175879
2025-07,Aucune,Aucune,cdi,Soins infirmiers,Moins de 20 ans,1267.0,103.0,8.12943962115233
2025-07,Aucune,Aucune,cdi,Soins infirmiers,Non défini,27072.92,2159.0,7.974758541007029
2025-07,Aucune,Aucune,cdi,Sécurité,20-30 ans,514.0,36.0,7.003891050583658
2025-07,Aucune,Aucune,cdi,Sécurité,Non défini,700.0,32.0,4.571428571428571
2025-07,Aucune,Aucune,cdi,Techniques/bâtiment,20-30 ans,391.6,51.0,13.023493360572012
2025-07,Aucune,Aucune,cdi,Techniques/bâtiment,Moins de 20 ans,144.6,18.0,12.448132780082988
2025-07,Aucune,Aucune,cdi,Techniques/bâtiment,Non défini,1010.98,126.0,12.463154562899364
2025-07,Autres,Formation,cdi,Soins infirmiers,Non défini,810.0,108.0,13.333333333333334
2025-07,Maladie,Longue maladie,cdi,Médical,30-40 ans,1755.0,234.0,13.333333333333334
2025-07,Maladie,Longue maladie,cdi,Médical,Non défini,1755.0,234.0,13.333333333333334
2025-07,Maladie,Maladie,cdd,Logistique,30-40 ans,5940.0,792.0,13.333333333333334
2025-07,Maladie,Maladie,cdd,Médical,20-30 ans,7776.0,972.0,12.5
2025-07,Maladie,Maladie,cdd,Médical,30-40 ans,7776.0,972.0,12.5
2025-07,Maladie,Maladie,cdd,Soins infirmiers,20-30 ans,5184.0,432.0,8.333333333333332
2025-07,Maladie,Maladie,cdd,Soins infirmiers,60 ans et plus,12960.0,1728.0,13.333333333333334
2025-07,Maladie,Maladie,cdd,Techniques/bâtiment,40-50 ans,2641.92,344.0,13.020833333333334
2025-07,Maladie,Maladie,cdi,Administratif,Non défini,9560.0,1216.0,12.719665271966527
2025-07,Maladie,Maladie,cdi,Administratif/médical,20-30 ans,48384.0,6048.0,12.5
2025-07,Maladie,Maladie,cdi,Administratif/médical,Non défini,15120.0,2016.0,13.333333333333334
2025-07,Maladie,Maladie,cdi,Bloc opératoire,20-30 ans,39285.0,4590.0,11.683848797250858
2025-07,Maladie,Maladie,cdi,Bloc opératoire,30-40 ans,13248.0,1104.0,8.333333333333332
2025-07,Maladie,Maladie,cdi,Bloc opératoire,Non défini,131085.0,15513.0,11.834305984666438
2025-07,Maladie,Maladie,cdi,Information médicale,Non défini,8505.0,1134.0,13.333333333333334
2025-07,Maladie,Maladie,cdi,Laboratoire,30-40 ans,92340.0,12312.0,13.333333333333334
2025-07,Maladie,Maladie,cdi,Logistique,Moins de 20 ans,5940.0,792.0,13.333333333333334
2025-07,Maladie,Maladie,cdi,Logistique,Non défini,3024.0,0.0,0.0
2025-07,Maladie,Maladie,cdi,Médical,20-30 ans,11016.0,1404.0,12.745098039215685
2025-07,Maladie,Maladie,cdi,Médical,30-40 ans,13041.0,1674.0,12.836438923395447
2025-07,Maladie,Maladie,cdi,Médical,Non défini,27456.0,3596.0,13.097319347319347
2025-07,Maladie,Maladie,cdi,Pharmacie,Non défini,5818.5,903.0,15.51946377932457
2025-07,Maladie,Maladie,cdi,Psycho-social,Moins de 20 ans,2641.92,344.0,13.020833333333334
2025-07,Maladie,Maladie,cdi,Psycho-social,Non défini,92340.0,12312.0,13.333333333333334
2025-07,Maladie,Maladie,cdi,Pédiatrie/néonat,Non défini,3240.0,270.0,8.333333333333332
2025-07,Maladie,Maladie,cdi,Rééducation,Non défini,8400.0,1120.0,13.333333333333334
2025-07,Maladie,Maladie,cdi,Soins infirmiers,20-30 ans,25920.0,3348.0,12.916666666666668
2025-07,Maladie,Maladie,cdi,Soins infirmiers,Non défini,116718.0,12757.0,10.929762333144845
2025-07,Maladie,Maladie,cdi,Techniques/bâtiment,Non défini,2688.0,336.0,12.5
2025-07,Événements familiaux,Décès,cdd,Soins infirmiers,50-60 ans,432.0,0.0,0.0
2025-07,Événements familiaux,Décès,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2025-07,Événements familiaux,Décès,cdi,Bloc opératoire,Non défini,864.0,108.0,12.5
2025-07,Événements familiaux,Décès,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2025-07,Événements familiaux,Décès,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2025-07,Événements familiaux,Déménagement,cdi,Administratif/médical,Non défini,3510.0,468.0,13.333333333333334
2025-07,Événements familiaux,Déménagement,cdi,Médical,Non défini,1050.0,140.0,13.333333333333334
2025-07,Événements familiaux,Enfant malade,cdd,Soins infirmiers,20-30 ans,1728.0,144.0,8.333333333333332
2025-07,Événements familiaux,Enfant malade,cdd,Soins infirmiers,60 ans et plus,6480.0,864.0,13.333333333333334
2025-07,Événements familiaux,Enfant malade,cdi,Bloc opératoire,30-40 ans,4416.0,368.0,8.333333333333332
2025-07,Événements familiaux,Enfant malade,cdi,Bloc opératoire,Non défini,4416.0,368.0,8.333333333333332
2025-07,Événements familiaux,Enfant malade,cdi,Médical,30-40 ans,3510.0,468.0,13.333333333333334
2025-07,Événements familiaux,Enfant malade,cdi,Médical,Non défini,3510.0,468.0,13.333333333333334
2025-07,Événements familiaux,Enfant malade,cdi,Pharmacie,Non défini,1755.0,546.0,31.11111111111111
2025-07,Événements familiaux,Enfant malade,cdi,Rééducation,Non défini,3360.0,448.0,13.333333333333334
2025-07,Événements familiaux,Enfant malade,cdi,Soins infirmiers,Non défini,5832.0,594.0,10.185185185185185
2025-07,Événements familiaux,Mariage,cdi,Pharmacie,Non défini,576.0,72.0,12.5
2025-07,Événements familiaux,Mariage,cdi,Soins infirmiers,20-30 ans,23760.0,3168.0,13.333333333333334
2025-07,Événements familiaux,Mariage,cdi,Soins infirmiers,Non défini,11880.0,1584.0,13.333333333333334
2025-08,Absences non payées,Divers,cdi,Administratif/médical,Non défini,4590.0,612.0,13.333333333333334
2025-08,Accidentologie,Accident de travail,cdd,Médical,20-30 ans,2304.0,288.0,12.5
2025-08,Accidentologie,Accident de travail,cdd,Médical,30-40 ans,2304.0,288.0,12.5
2025-08,Accidentologie,Accident de travail,cdd,Techniques/bâtiment,40-50 ans,660.48,86.0,13.020833333333334
2025-08,Accidentologie,Accident de travail,cdi,Administratif/médical,20-30 ans,10752.0,1344.0,12.5
2025-08,Accidentologie,Accident de travail,cdi,Bloc opératoire,30-40 ans,2208.0,184.0,8.333333333333332
2025-08,Accidentologie,Accident de travail,cdi,Bloc opératoire,Non défini,12960.0,1528.0,11.790123456790123
2025-08,Accidentologie,Accident de travail,cdi,Information médicale,Non défini,1215.0,162.0,13.333333333333334
2025-08,Accidentologie,Accident de travail,cdi,Médical,20-30 ans,3924.0,504.0,12.844036697247708
2025-08,Accidentologie,Accident de travail,cdi,Médical,30-40 ans,4059.0,522.0,12.86031042128603
2025-08,Accidentologie,Accident de travail,cdi,Médical,Non défini,6204.0,808.0,13.023855577047067
2025-08,Accidentologie,Accident de travail,cdi,Psycho-social,Moins de 20 ans,660.48,86.0,13.020833333333334
2025-08,Accidentologie,Accident de travail,cdi,Rééducation,Non défini,1680.0,224.0,13.333333333333334
2025-08,Accidentologie,Accident de travail,cdi,Soins infirmiers,20-30 ans,1080.0,90.0,8.333333333333332
2025-08,Accidentologie,Accident de travail,cdi,Soins infirmiers,Non défini,540.0,45.0,8.333333333333332
2025-08,Accidentologie,Accident de travail,cdi,Techniques/bâtiment,Non défini,832.0,104.0,12.5
2025-08,Accidentologie,Maladie professionnelle,cdd,Soins infirmiers,20-30 ans,864.0,72.0,8.333333333333332
2025-08,Aucune,Aucune,apprenti,Administratif,20-30 ans,67.5,0.0,0.0
2025-08,Aucune,Aucune,apprenti,Bloc opératoire,20-30 ans,374.0,31.0,8.288770053475936
2025-08,Aucune,Aucune,apprenti,Hygiène/Hôtellerie,20-30 ans,130.0,13.0,10.0
2025-08,Aucune,Aucune,apprenti,Laboratoire,20-30 ans,64.0,0.0,0.0
2025-08,Aucune,Aucune,apprenti,Logistique,20-30 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,apprenti,Médical,20-30 ans,149.2,15.0,10.053619302949063
2025-08,Aucune,Aucune,apprenti,Soins infirmiers,20-30 ans,464.0,34.0,7.327586206896551
2025-08,Aucune,Aucune,apprenti,Sécurité,20-30 ans,100.0,0.0,0.0
2025-08,Aucune,Aucune,cdd,Administratif,20-30 ans,694.0,74.0,10.662824207492795
2025-08,Aucune,Aucune,cdd,Administratif,30-40 ans,1001.0,98.0,9.79020979020979
2025-08,Aucune,Aucune,cdd,Administratif,40-50 ans,952.5,104.0,10.918635170603675
2025-08,Aucune,Aucune,cdd,Administratif,50-60 ans,240.0,32.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Administratif,60 ans et plus,255.0,37.0,14.50980392156863
2025-08,Aucune,Aucune,cdd,Administratif,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Administratif/médical,20-30 ans,270.0,36.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Administratif/médical,30-40 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Administratif/médical,40-50 ans,240.0,32.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Administratif/médical,60 ans et plus,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Biomédical,20-30 ans,256.0,16.0,6.25
2025-08,Aucune,Aucune,cdd,Bloc opératoire,20-30 ans,1055.0,102.0,9.66824644549763
2025-08,Aucune,Aucune,cdd,Bloc opératoire,30-40 ans,120.0,19.0,15.833333333333332
2025-08,Aucune,Aucune,cdd,Bloc opératoire,40-50 ans,921.0,86.0,9.337676438653638
2025-08,Aucune,Aucune,cdd,Bloc opératoire,50-60 ans,662.0,76.0,11.48036253776435
2025-08,Aucune,Aucune,cdd,Bloc opératoire,60 ans et plus,263.0,0.0,0.0
2025-08,Aucune,Aucune,cdd,Direction,40-50 ans,128.0,16.0,12.5
2025-08,Aucune,Aucune,cdd,Hygiène/Hôtellerie,40-50 ans,60.0,0.0,0.0
2025-08,Aucune,Aucune,cdd,Hygiène/Hôtellerie,50-60 ans,130.0,0.0,0.0
2025-08,Aucune,Aucune,cdd,Imagerie,20-30 ans,398.68,34.0,8.52814287147587
2025-08,Aucune,Aucune,cdd,Imagerie,30-40 ans,212.0,9.0,4.245283018867925
2025-08,Aucune,Aucune,cdd,Imagerie,40-50 ans,112.8,9.0,7.9787234042553195
2025-08,Aucune,Aucune,cdd,Imagerie,50-60 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Imagerie,60 ans et plus,117.6,1.0,0.8503401360544218
2025-08,Aucune,Aucune,cdd,Imagerie,Moins de 20 ans,64.0,8.0,12.5
2025-08,Aucune,Aucune,cdd,Information médicale,20-30 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Information médicale,40-50 ans,363.0,42.0,11.570247933884298
2025-08,Aucune,Aucune,cdd,Information médicale,60 ans et plus,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Juridique,30-40 ans,128.0,16.0,12.5
2025-08,Aucune,Aucune,cdd,Laboratoire,20-30 ans,323.0,41.0,12.693498452012383
2025-08,Aucune,Aucune,cdd,Laboratoire,30-40 ans,361.0,46.0,12.742382271468145
2025-08,Aucune,Aucune,cdd,Laboratoire,40-50 ans,336.0,32.0,9.523809523809524
2025-08,Aucune,Aucune,cdd,Laboratoire,50-60 ans,195.0,25.0,12.82051282051282
2025-08,Aucune,Aucune,cdd,Logistique,20-30 ans,260.0,0.0,0.0
2025-08,Aucune,Aucune,cdd,Logistique,30-40 ans,195.0,18.0,9.230769230769232
2025-08,Aucune,Aucune,cdd,Logistique,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Médical,20-30 ans,613.0,49.0,7.99347471451876
2025-08,Aucune,Aucune,cdd,Médical,30-40 ans,673.8,71.0,10.537251409913921
2025-08,Aucune,Aucune,cdd,Médical,40-50 ans,949.6,86.0,9.056444818871103
2025-08,Aucune,Aucune,cdd,Médical,50-60 ans,1180.0,126.0,10.677966101694915
2025-08,Aucune,Aucune,cdd,Médical,60 ans et plus,270.0,36.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Pharmacie,20-30 ans,375.0,32.0,8.533333333333333
2025-08,Aucune,Aucune,cdd,Pharmacie,30-40 ans,200.0,0.0,0.0
2025-08,Aucune,Aucune,cdd,Pharmacie,40-50 ans,105.0,14.0,13.333333333333334
2025-08,Aucune,Aucune,cdd,Pharmacie,Moins de 20 ans,9.6,0.0,0.0
2025-08,Aucune,Aucune,cdd,Psycho-social,40-50 ans,202.5,18.0,8.88888888888889
2025-08,Aucune,Aucune,cdd,Pédiatrie/néonat,20-30 ans,9.6,1.0,10.416666666666668
2025-08,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,135.0,18.0,13.333333333333334
